0.000000,0.688000 
0.010000,0.712000 
0.020000,0.735890 
0.030000,0.759451 
0.040000,0.782474 
0.050000,0.804762 
0.060000,0.826134 
0.070000,0.846433 
0.080000,0.865524 
0.090000,0.883301 
0.100000,0.899686 
0.110000,0.914631 
0.120000,0.928114 
0.130000,0.940144 
0.140000,0.950753 
0.150000,0.959996 
0.160000,0.967947 
0.170000,0.974695 
0.180000,0.980338 
0.190000,0.984980 
0.200000,0.988723 
0.210000,0.991667 
0.220000,0.993903 
0.230000,0.995507 
0.240000,0.996541 
0.250000,0.997047 
0.260000,0.997047 
0.270000,0.996541 
0.280000,0.995507 
0.290000,0.993903 
0.300000,0.991667 
0.310000,0.988723 
0.320000,0.984980 
0.330000,0.980338 
0.340000,0.974695 
0.350000,0.967947 
0.360000,0.959996 
0.370000,0.950753 
0.380000,0.940144 
0.390000,0.928114 
0.400000,0.914631 
0.410000,0.899686 
0.420000,0.883301 
0.430000,0.865524 
0.440000,0.846433 
0.450000,0.826134 
0.460000,0.804762 
0.470000,0.782474 
0.480000,0.759451 
0.490000,0.735890 
0.500000,0.712000 
0.510000,0.688000 
0.520000,0.664110 
0.530000,0.640549 
0.540000,0.617526 
0.550000,0.595238 
0.560000,0.573866 
0.570000,0.553567 
0.580000,0.534476 
0.590000,0.516699 
0.600000,0.500314 
0.610000,0.485369 
0.620000,0.471886 
0.630000,0.459856 
0.640000,0.449247 
0.650000,0.440004 
0.660000,0.432053 
0.670000,0.425305 
0.680000,0.419662 
0.690000,0.415020 
0.700000,0.411277 
0.710000,0.408333 
0.720000,0.406097 
0.730000,0.404493 
0.740000,0.403459 
0.750000,0.402953 
0.760000,0.402953 
0.770000,0.403459 
0.780000,0.404493 
0.790000,0.406097 
0.800000,0.408333 
0.810000,0.411277 
0.820000,0.415020 
0.830000,0.419662 
0.840000,0.425305 
0.850000,0.432053 
0.860000,0.440004 
0.870000,0.449247 
0.880000,0.459856 
0.890000,0.471886 
0.900000,0.485369 
0.910000,0.500314 
0.920000,0.516699 
0.930000,0.534476 
0.940000,0.553567 
0.950000,0.573866 
0.960000,0.595238 
0.970000,0.617526 
0.980000,0.640549 
0.990000,0.664110 
